staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,start_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,skills,languages,certifications,employment_type,education_level,work_schedule,performance_rating,vacation_days_per_year,sick_days_per_year,is_active,end_date,termination_reason,date_of_birth,nationality
15d3790a-7441-4711-8e21-52210c735d26,db51cafb-0dc8-424d-a78c-49866f1ad693,Brett,Smith,M,Receptionist,Front Desk,Junior,2023-07-26,75271.67,9468.02,Rotating,brett.smith@luxuryhotels.com,+1-690-350-4150,Dr. Anthony Lucas,Parent,+1-352-989-9579,"Problem Solving, Reservation Systems, Customer Service","Japanese (Native), Spanish (Intermediate), French (Basic)",,Part-time,Master's Degree,Weekends Only,Meets Expectations,15,11,True,,,2004-09-19,Europe
68ce367d-9c5a-4193-9eec-6d642404ccec,db51cafb-0dc8-424d-a78c-49866f1ad693,Carmela,Stiffel,F,Bell Captain,Front Desk,Intermediate,2024-07-03,85182.69,15110.39,Rotating,carmelas@hospitalitygroup.com,+1-487-604-1852,Suzanne Nichols PhD,Spouse,+1-534-408-4254,"Problem Solving, Communication, Multi-tasking","German (Native), French (Basic), Spanish (Intermediate)",,Full-time,Master's Degree,9-5,Meets Expectations,18,9,True,,,1995-01-08,Europe
7430dfbb-bcf1-41a2-8b87-47b827e66cc7,db51cafb-0dc8-424d-a78c-49866f1ad693,Geert,Eberhardt,M,Bellhop,Front Desk,Entry Level,2022-07-08,67053.54,10375.04,Afternoon,geert.eberhardt@luxuryhotels.com,+1-607-873-8652,Tamara Tate,Spouse,+1-211-776-2301,"Multi-tasking, Problem Solving, Customer Service, Communication, Reservation Systems",German (Native),,Part-time,Vocational Training,20 hours/week,Exceeds Expectations,14,9,True,,,1991-05-26,Europe
00118478-8a1d-4642-8ab8-653f59632dd8,db51cafb-0dc8-424d-a78c-49866f1ad693,Henry,Hawkins,M,Bell Captain,Front Desk,Intermediate,2021-02-04,114230.39,10801.75,Morning,henryh@luxuryhotels.com,+1-501-996-9424,Selena Fernandez,Spouse,+1-907-803-1947,"Reservation Systems, Multi-tasking","English (Native), Arabic (Basic)",,Full-time,Bachelor's Degree,8-4,Exceeds Expectations,17,5,True,,,1997-04-28,Europe
fefad95f-6705-4792-8c23-310dfab58ebd,db51cafb-0dc8-424d-a78c-49866f1ad693,Erika,auch Schlauchin,F,Guest Relations Manager,Front Desk,Senior,2019-07-02,188813.53,11702.43,Night,erikaa@luxuryhotels.com,+1-593-673-4632,Jeremy Gray,Friend,+1-821-257-7448,"Problem Solving, Communication, Multi-tasking, Reservation Systems, Customer Service","Arabic (Native), German (Fluent), Russian (Fluent)",,Full-time,High School,9-5,Meets Expectations,20,12,True,,,1995-10-07,Europe
e61ac19b-0ec5-44d6-9467-dc90b53847e1,db51cafb-0dc8-424d-a78c-49866f1ad693,Marina,Battaglia,F,Receptionist,Front Desk,Junior,2026-09-07,61016.73,11156.53,Morning,marinab@hotelgroup.com,+1-485-352-2864,Anthony Parsons,Spouse,+1-454-314-7380,"Multi-tasking, Problem Solving, Communication, Reservation Systems",Russian (Native),,Full-time,Bachelor's Degree,10-6,Meets Expectations,15,10,False,,,1999-07-17,Europe
e99c09c5-ab7f-4960-9903-62e7ef86a459,db51cafb-0dc8-424d-a78c-49866f1ad693,Virginia,Montenegro,F,Receptionist,Front Desk,Junior,2023-07-17,61867.14,7353.52,Afternoon,virginiam@luxuryhotels.com,+1-600-458-8978,Lindsay Vaughn,Sibling,+1-725-916-7331,"Communication, Multi-tasking","German (Native), Arabic (Basic)",,Full-time,High School,9-5,Exceeds Expectations,10,10,True,,,1988-04-22,Europe
9fd9715d-8f78-4603-a064-1fbfd73bd0c5,db51cafb-0dc8-424d-a78c-49866f1ad693,Gabrielle,Weiss,F,Bell Captain,Front Desk,Intermediate,2025-10-22,86150.98,6656.78,Afternoon,gabriellew@luxuryhotels.com,+1-865-965-7441,William Taylor,Spouse,+1-694-825-3529,"Communication, Problem Solving, Customer Service, Reservation Systems, Multi-tasking","Chinese (Native), Russian (Intermediate), English (Intermediate), Spanish (Intermediate)",,Full-time,High School,Shift Work,Meets Expectations,20,8,True,,,2003-04-24,Europe
98e4077b-779b-4fd0-b842-cb8c710aa21f,db51cafb-0dc8-424d-a78c-49866f1ad693,Julie,Stephens,F,Concierge,Front Desk,Intermediate,2019-07-04,102242.67,7364.82,Rotating,julies@luxuryhotels.com,+1-404-724-4038,Tammy Butler,Sibling,+1-317-568-7697,"Customer Service, Reservation Systems, Problem Solving","Japanese (Native), Arabic (Fluent), Spanish (Intermediate), German (Basic)",,Full-time,High School,9-5,Exceeds Expectations,20,8,True,,,1987-08-04,Europe
a6932169-23c2-47cd-91fe-7be42f324db3,db51cafb-0dc8-424d-a78c-49866f1ad693,Fabián,Aranda,M,Receptionist,Front Desk,Junior,2021-05-14,75353.85,11156.52,Afternoon,faranda@hospitalitygroup.com,+1-865-918-8664,Samuel Harris,Spouse,+1-844-723-9069,"Customer Service, Multi-tasking","English (Native), French (Basic), Japanese (Fluent)",,Part-time,High School,Weekends Only,Meets Expectations,15,6,True,,,2002-06-30,Europe
fdf51c02-3728-47ff-91d7-d339cd73da10,db51cafb-0dc8-424d-a78c-49866f1ad693,Melissa,Hettner,F,Guest Relations Manager,Front Desk,Senior,2021-08-17,150610.82,29598.19,Morning,mhettner@luxuryhotels.com,+1-364-736-3762,Susan Martin,Sibling,+1-368-876-1117,"Multi-tasking, Customer Service",French (Native),,Full-time,High School,10-6,Meets Expectations,15,9,True,,,1990-12-25,Europe
a5b38f45-c4b7-4cc4-85ea-06e4a495b012,db51cafb-0dc8-424d-a78c-49866f1ad693,Pastor,Pol,M,Bell Captain,Front Desk,Intermediate,2024-08-07,78519.67,9279.98,Night,pastor.pol@hotelgroup.com,+1-981-853-7985,James Stout,Spouse,+1-697-628-7983,"Reservation Systems, Multi-tasking, Customer Service, Problem Solving, Communication","German (Native), Japanese (Fluent), Arabic (Basic), Russian (Basic)",,Full-time,Vocational Training,Shift Work,Meets Expectations,16,11,True,,,1987-03-02,Europe
e6dd7d1e-a070-449d-892a-1096037051c8,db51cafb-0dc8-424d-a78c-49866f1ad693,Kenneth,Shepherd,M,Front Desk Agent,Front Desk,Junior,2025-06-11,74641.52,8737.38,Afternoon,kshepherd@hotelgroup.com,+1-240-390-4102,Sandra Martinez,Friend,+1-779-962-8854,"Problem Solving, Communication, Multi-tasking, Customer Service, Reservation Systems","Chinese (Native), Russian (Intermediate), French (Intermediate)",,Contract,Bachelor's Degree,Project Basis,Needs Improvement,13,5,True,,,1988-04-14,Europe
bfffa6fb-f2b8-4fb2-ba3e-acb0242585b1,db51cafb-0dc8-424d-a78c-49866f1ad693,Ester,Steckel,F,Concierge,Front Desk,Intermediate,2018-05-10,91182.01,14727.1,Night,ester.steckel@luxuryhotels.com,+1-928-977-2047,Nicole Garcia,Sibling,+1-923-640-8788,"Reservation Systems, Customer Service, Multi-tasking",Russian (Native),,Part-time,High School,20 hours/week,Meets Expectations,19,5,False,2023-01-15,Resigned,1999-09-14,Europe
d1a81fbc-036f-4051-b4f5-b96ef91ba351,db51cafb-0dc8-424d-a78c-49866f1ad693,Donald,Edwards,M,Front Desk Agent,Front Desk,Junior,2025-03-12,77695.64,11250.95,Morning,donalde@hospitalitygroup.com,+1-641-715-3101,Kimberly Mays,Spouse,+1-958-330-8561,"Problem Solving, Reservation Systems, Multi-tasking, Customer Service, Communication","Arabic (Native), German (Basic), Spanish (Fluent)",,Full-time,Bachelor's Degree,9-5,Meets Expectations,12,10,True,,,1990-12-09,Europe
5335f764-29e9-40cf-8a1f-34b4d160002e,db51cafb-0dc8-424d-a78c-49866f1ad693,Javier,Iglesia,M,Receptionist,Front Desk,Junior,2023-12-12,67904.95,12220.39,Morning,jiglesia@luxuryhotels.com,+1-694-689-4547,Emily Campbell,Spouse,+1-888-704-6739,"Multi-tasking, Communication, Customer Service","Japanese (Native), English (Intermediate)",,Full-time,High School,9-5,Meets Expectations,13,9,True,,,1989-06-18,Europe
5968bccb-2e0d-4a7c-918b-c97aebfee08f,db51cafb-0dc8-424d-a78c-49866f1ad693,Desiderio,Carreras,M,Concierge,Front Desk,Intermediate,2022-04-07,84666.14,12873.32,Night,desiderio.carreras@hospitalitygroup.com,+1-363-271-8137,Samuel Carpenter,Sibling,+1-570-666-7962,"Multi-tasking, Reservation Systems, Communication, Customer Service","German (Native), French (Fluent), Chinese (Fluent), Arabic (Intermediate)",,Full-time,Vocational Training,9-5,Meets Expectations,15,5,True,,,1982-12-23,Europe
2369d50e-4f0b-4459-be78-b0a8d8ce745c,db51cafb-0dc8-424d-a78c-49866f1ad693,Andrea,Smith,F,Guest Relations Manager,Front Desk,Senior,2023-10-25,131710.24,22721.33,Morning,asmith@hotelgroup.com,+1-544-623-4277,Allen Livingston,Sibling,+1-681-308-2103,"Communication, Multi-tasking","Russian (Native), Chinese (Fluent)",,Part-time,Vocational Training,Weekends Only,Exceeds Expectations,16,8,True,,,1991-10-30,Europe
e6421f51-aafe-4d79-a85a-3b4000887b23,db51cafb-0dc8-424d-a78c-49866f1ad693,Tamara,Warmer,F,Bell Captain,Front Desk,Intermediate,2025-05-16,89937.78,14410.07,Morning,tamaraw@hospitalitygroup.com,+1-913-263-9429,William Hunter,Parent,+1-537-337-3890,"Customer Service, Multi-tasking, Communication, Reservation Systems, Problem Solving","Arabic (Native), Spanish (Fluent), Chinese (Fluent)",,Full-time,Master's Degree,10-6,Meets Expectations,15,6,True,,,1998-12-19,Europe
6350af4e-c891-4329-a9a4-9db629b33331,db51cafb-0dc8-424d-a78c-49866f1ad693,Brian,Parsons,M,Front Desk Agent,Front Desk,Junior,2025-04-08,61468.33,6460.23,Morning,brianp@hotelgroup.com,+1-940-844-4661,Stephen Clayton,Sibling,+1-306-685-2822,"Reservation Systems, Problem Solving, Communication, Multi-tasking","Japanese (Native), Chinese (Intermediate), French (Basic), Russian (Fluent)",,Full-time,High School,10-6,Meets Expectations,13,11,True,,,1997-04-16,Europe
c4e0b631-2af8-4919-9ba5-59bc846d67af,db51cafb-0dc8-424d-a78c-49866f1ad693,Reinaldo,Llorens,M,Receptionist,Front Desk,Junior,2021-05-10,89137.11,12735.08,Afternoon,rllorens@luxuryhotels.com,+1-443-342-6280,Steven Bryant,Sibling,+1-736-726-6610,"Multi-tasking, Reservation Systems","French (Native), Spanish (Fluent), German (Intermediate)",,Full-time,Vocational Training,Shift Work,Meets Expectations,13,7,True,,,1995-05-20,Europe
66107b2e-daab-4676-b8c9-13e363c0eea7,db51cafb-0dc8-424d-a78c-49866f1ad693,Teodosio,Sandoval,M,Receptionist,Front Desk,Junior,2023-09-06,74848.74,14110.98,Rotating,tsandoval@luxuryhotels.com,+1-762-366-3522,James Ortiz,Parent,+1-685-531-9573,"Customer Service, Problem Solving, Reservation Systems, Communication","French (Native), English (Basic)",,Full-time,Bachelor's Degree,10-6,Meets Expectations,15,8,True,,,2002-04-15,Europe
d6be5e11-cbf2-4b56-b149-a011f1b263ef,db51cafb-0dc8-424d-a78c-49866f1ad693,Margaretha,Meister,F,Receptionist,Front Desk,Junior,2025-12-25,69192.42,13792.19,Night,mmeister@luxuryhotels.com,+1-487-544-7796,Diana Wu,Parent,+1-670-283-9732,"Multi-tasking, Problem Solving","French (Native), Chinese (Fluent), Arabic (Fluent), Russian (Fluent)",,Full-time,Vocational Training,8-4,Exceeds Expectations,15,5,True,,,2000-09-14,Europe
6fd7fed3-59a3-4018-a9aa-52c2936148ac,db51cafb-0dc8-424d-a78c-49866f1ad693,Mitchell,Green,M,Bell Captain,Front Desk,Intermediate,2023-03-14,104188.27,14849.57,Afternoon,mitchell.green@luxuryhotels.com,+1-891-369-3458,Arthur Forbes,Spouse,+1-861-260-5269,"Communication, Multi-tasking, Customer Service, Reservation Systems","French (Native), Chinese (Fluent), German (Fluent)",,Full-time,Vocational Training,9-5,Meets Expectations,20,11,True,,,1995-02-06,Europe
2db0cad1-977a-4a17-a315-9e9aba0ac86d,db51cafb-0dc8-424d-a78c-49866f1ad693,Dorothée,Nicolas,F,Receptionist,Front Desk,Junior,2024-02-14,68597.8,10250.86,Morning,dorothée.nicolas@hotelgroup.com,+1-385-323-3692,Mr. Robert Smith,Spouse,+1-997-407-2193,"Communication, Multi-tasking, Customer Service, Reservation Systems, Problem Solving","Spanish (Native), Arabic (Intermediate), Chinese (Intermediate)",,Full-time,High School,10-6,Exceeds Expectations,12,12,True,,,1988-04-03,Europe
c1e5273f-1f15-4fca-bcd2-34a51688ec41,db51cafb-0dc8-424d-a78c-49866f1ad693,Lotte,Steinberg,F,Bell Captain,Front Desk,Intermediate,2019-11-06,83688.31,6505.8,Night,lsteinberg@hospitalitygroup.com,+1-523-426-6823,Thomas Powers,Sibling,+1-323-941-5989,"Problem Solving, Customer Service, Multi-tasking, Reservation Systems","Japanese (Native), Chinese (Basic)",,Part-time,Master's Degree,Weekends Only,Meets Expectations,18,11,True,,,1987-11-21,Europe
af2eb082-0abb-438a-9fc5-7faedc8d6d14,db51cafb-0dc8-424d-a78c-49866f1ad693,Cecilia,Gozzano,F,Guest Relations Manager,Front Desk,Senior,2021-10-21,123964.63,20574.44,Afternoon,cecilia.gozzano@luxuryhotels.com,+1-598-287-5548,John Le,Spouse,+1-687-944-8820,"Communication, Problem Solving, Reservation Systems",Arabic (Native),,Part-time,High School,Weekends Only,Meets Expectations,15,5,True,,,1996-06-05,Europe
b7202461-6ff1-478b-98ee-304df0fda080,db51cafb-0dc8-424d-a78c-49866f1ad693,Sebastián,Alegre,M,Guest Relations Manager,Front Desk,Senior,2024-05-07,103251.71,19410.57,Night,salegre@luxuryhotels.com,+1-670-329-3441,David Wilson,Friend,+1-575-893-7479,"Communication, Multi-tasking, Problem Solving, Customer Service",French (Native),,Part-time,High School,30 hours/week,Meets Expectations,18,5,True,,,2002-08-18,Europe
7405eaab-1328-4480-8c90-2fb774177d4c,db51cafb-0dc8-424d-a78c-49866f1ad693,Jay,Harris,M,Concierge,Front Desk,Intermediate,2024-06-03,63688.17,5457.35,Night,jay.harris@hotelgroup.com,+1-533-632-3070,Deborah Curtis,Parent,+1-843-618-4553,"Communication, Customer Service, Multi-tasking","French (Native), Chinese (Intermediate), German (Intermediate), Arabic (Fluent)",,Full-time,High School,9-5,Meets Expectations,16,10,True,,,2000-08-14,Europe
6375dc53-ec3a-4922-98de-4c000878cd45,db51cafb-0dc8-424d-a78c-49866f1ad693,Pauline,Williams,F,Bell Captain,Front Desk,Intermediate,2016-04-20,116878.23,12191.53,Night,pwilliams@hotelgroup.com,+1-567-508-7561,Natalie Williamson,Spouse,+1-591-814-5857,"Communication, Reservation Systems, Multi-tasking, Customer Service, Problem Solving","Spanish (Native), English (Basic), German (Fluent), Japanese (Intermediate)",,Full-time,Vocational Training,9-5,Exceeds Expectations,17,12,True,,,1988-12-27,Europe
f7e11093-1928-4d44-9d59-33ac69a7c8be,db51cafb-0dc8-424d-a78c-49866f1ad693,Jonathan,Watson,M,Receptionist,Front Desk,Junior,2025-11-25,51597.34,6776.7,Morning,jonathan.watson@hospitalitygroup.com,+1-742-314-7327,Julia Dorsey,Sibling,+1-279-309-6620,"Multi-tasking, Communication, Problem Solving, Reservation Systems, Customer Service","French (Native), Russian (Basic)",,Full-time,Vocational Training,9-5,Needs Improvement,12,11,True,,,2001-08-19,Europe
1c62ccf0-af51-4229-9cb4-e47a6a74644d,db51cafb-0dc8-424d-a78c-49866f1ad693,Sandra,Fogazzaro,F,Bellhop,Front Desk,Entry Level,2026-08-18,52421.35,8793.55,Rotating,sandraf@hotelgroup.com,+1-828-940-7957,Linda Johnson,Parent,+1-313-677-1027,"Problem Solving, Communication","Arabic (Native), Japanese (Basic)",,Full-time,Bachelor's Degree,Shift Work,Unsatisfactory,12,12,True,,,1994-09-13,Europe
0a0d45d1-4822-4e97-bbe0-b2feb1800151,db51cafb-0dc8-424d-a78c-49866f1ad693,Hans-Karl,Schlosser,M,Bell Captain,Front Desk,Intermediate,2024-02-26,129179.01,14611.94,Night,hans-karls@hotelgroup.com,+1-545-499-3404,Danielle Ramos,Parent,+1-405-388-5218,"Customer Service, Communication, Problem Solving, Multi-tasking",Spanish (Native),,Full-time,High School,10-6,Meets Expectations,18,5,True,,,2004-11-26,Europe
43f70771-0e9c-4a5c-b85b-bf107e77cb05,db51cafb-0dc8-424d-a78c-49866f1ad693,Douglas,Evans,M,Front Desk Agent,Front Desk,Junior,2025-07-03,80839.56,14184.01,Morning,douglas.evans@hospitalitygroup.com,+1-672-593-2817,Parker Fields,Sibling,+1-522-825-9230,"Multi-tasking, Problem Solving, Communication, Customer Service, Reservation Systems","Spanish (Native), Chinese (Basic)",,Full-time,Vocational Training,8-4,Meets Expectations,12,12,False,2025-10-14,Terminated,1989-10-04,Europe
8af0f366-9348-494a-85a4-5d3bb8678f23,db51cafb-0dc8-424d-a78c-49866f1ad693,Celestino,Donaire,M,Front Desk Agent,Front Desk,Junior,2026-03-12,75845.07,10776.5,Night,celestino.donaire@hotelgroup.com,+1-650-464-1366,Jacob Carter,Spouse,+1-890-662-5953,"Reservation Systems, Communication","German (Native), Arabic (Fluent)",,Part-time,Bachelor's Degree,30 hours/week,Meets Expectations,13,6,True,,,2005-08-22,Europe
b170fa92-52f8-436b-9192-5eecaa12932d,db51cafb-0dc8-424d-a78c-49866f1ad693,Silvia,Ugarte,F,Guest Relations Manager,Front Desk,Senior,2024-05-01,93630.71,13541.18,Night,silviau@luxuryhotels.com,+1-388-626-3846,Troy Mejia,Parent,+1-276-524-8183,"Multi-tasking, Communication, Problem Solving, Customer Service, Reservation Systems","Spanish (Native), English (Fluent), Chinese (Basic), German (Basic)",,Full-time,High School,10-6,Needs Improvement,17,5,False,2026-01-07,End of Contract,2005-06-25,Europe
e7ed09e4-d1f4-4287-978d-81ce3ac5f296,db51cafb-0dc8-424d-a78c-49866f1ad693,Alex,Hamel,F,Concierge,Front Desk,Intermediate,2021-06-21,101649.78,9561.17,Rotating,alexh@hotelgroup.com,+1-437-680-6435,Patrick Brown,Friend,+1-528-439-7030,"Customer Service, Multi-tasking, Reservation Systems, Communication","Japanese (Native), Arabic (Intermediate), English (Basic)",,Full-time,Vocational Training,10-6,Needs Improvement,20,5,True,,,1999-04-20,Europe
687013bc-ac55-4148-8899-4b168f0344aa,db51cafb-0dc8-424d-a78c-49866f1ad693,Alberico,Trillini,M,Bell Captain,Front Desk,Intermediate,2022-08-19,75737.89,11686.87,Morning,alberico.trillini@hospitalitygroup.com,+1-274-551-6178,Robert Franklin,Sibling,+1-688-705-7018,"Communication, Reservation Systems, Problem Solving, Customer Service","Spanish (Native), Arabic (Fluent)",,Part-time,Bachelor's Degree,Weekends Only,Meets Expectations,19,6,True,,,1995-11-10,Europe
56106b28-1abb-4c52-bc60-dbc2f7e34cde,db51cafb-0dc8-424d-a78c-49866f1ad693,Diane,Butte,F,Bellhop,Front Desk,Entry Level,2023-03-03,49227.59,2670.46,Night,dianeb@hospitalitygroup.com,+1-260-614-1399,Dylan Spencer,Friend,+1-440-854-1346,"Communication, Problem Solving, Reservation Systems","Chinese (Native), Arabic (Basic), Japanese (Basic)",,Full-time,High School,9-5,Meets Expectations,15,11,True,,,1996-09-24,Europe
19afa9b3-f207-4110-97de-db607bfe4f54,db51cafb-0dc8-424d-a78c-49866f1ad693,Nick,Kensy,M,Bell Captain,Front Desk,Intermediate,2016-03-17,144457.22,27841.81,Rotating,nick.kensy@luxuryhotels.com,+1-883-778-9226,John Orr,Parent,+1-387-549-1953,"Multi-tasking, Customer Service, Problem Solving, Reservation Systems","Spanish (Native), Japanese (Intermediate), French (Fluent), Arabic (Intermediate)",,Part-time,High School,30 hours/week,Meets Expectations,18,5,True,,,1981-10-23,Europe
8d3ac46e-8569-42e0-b770-d2126113ab6d,db51cafb-0dc8-424d-a78c-49866f1ad693,Benedetto,Mercati,M,Receptionist,Front Desk,Junior,2022-04-26,83874.64,5279.63,Night,benedetto.mercati@luxuryhotels.com,+1-280-638-5309,Jason Rivera,Sibling,+1-606-335-3858,"Problem Solving, Communication, Customer Service, Reservation Systems","English (Native), Spanish (Fluent), French (Fluent), Russian (Intermediate)",,Full-time,Bachelor's Degree,8-4,Meets Expectations,10,10,True,,,1998-04-14,Europe
ca0ba43c-286a-4be3-9fb2-6e502bd97193,db51cafb-0dc8-424d-a78c-49866f1ad693,Serafina,Toso,F,Receptionist,Front Desk,Junior,2026-10-16,55757.38,10032.64,Rotating,serafina.toso@hospitalitygroup.com,+1-665-818-3545,Lisa Kim,Sibling,+1-891-795-5886,"Problem Solving, Multi-tasking, Reservation Systems, Customer Service, Communication","Spanish (Native), English (Fluent)",,Full-time,Bachelor's Degree,9-5,Unsatisfactory,14,5,True,,,2008-02-25,Europe
c5d320a6-7473-4d0e-a45c-daa2d5f0d599,db51cafb-0dc8-424d-a78c-49866f1ad693,Gustav,Koch II,M,Front Desk Agent,Front Desk,Junior,2022-03-15,77025.28,6498.04,Morning,gustav.koch ii@luxuryhotels.com,+1-746-455-2815,Shannon Rojas,Spouse,+1-799-771-8928,"Problem Solving, Multi-tasking, Reservation Systems","Japanese (Native), Spanish (Basic)",,Full-time,Bachelor's Degree,10-6,Meets Expectations,15,8,True,,,1993-11-15,Europe
457846e6-d9da-49ae-8978-404f695bbb4e,db51cafb-0dc8-424d-a78c-49866f1ad693,Marisa,Juvara,F,Guest Relations Manager,Front Desk,Senior,2023-03-22,129821.97,20597.92,Afternoon,mjuvara@hospitalitygroup.com,+1-734-254-3659,Erica Kidd,Parent,+1-727-456-2112,"Reservation Systems, Multi-tasking, Problem Solving, Customer Service, Communication","Spanish (Native), German (Basic), Japanese (Fluent), Russian (Basic)",,Full-time,Vocational Training,8-4,Meets Expectations,15,12,False,2024-02-17,Resigned,1997-09-10,Europe
82c60db2-0898-44b7-a1d7-9f86b56c84ae,db51cafb-0dc8-424d-a78c-49866f1ad693,Coral,Gabaldón,F,Concierge,Front Desk,Intermediate,2020-06-17,120837.67,23521.38,Morning,coralg@hotelgroup.com,+1-484-278-3557,Sabrina Roberts,Sibling,+1-582-704-9752,"Communication, Customer Service, Reservation Systems, Multi-tasking, Problem Solving",French (Native),,Full-time,Bachelor's Degree,9-5,Exceeds Expectations,20,7,True,,,2000-05-05,Europe
66303bb7-329d-4fda-9a45-1ad2eadb9f00,db51cafb-0dc8-424d-a78c-49866f1ad693,Massimo,Finzi,M,Concierge,Front Desk,Intermediate,2025-07-28,80959.4,14131.3,Afternoon,massimo.finzi@hospitalitygroup.com,+1-675-343-1398,Regina Ramos,Sibling,+1-830-728-4677,"Reservation Systems, Problem Solving, Communication, Multi-tasking, Customer Service","Japanese (Native), Spanish (Fluent), Arabic (Basic), English (Fluent)",,Full-time,High School,10-6,Meets Expectations,17,10,True,,,2003-08-15,Europe
5d1d2a01-b523-47f0-b6a8-a0bb38d0bf0d,db51cafb-0dc8-424d-a78c-49866f1ad693,Tristan,Le Gall,M,Concierge,Front Desk,Intermediate,2021-08-02,115620.88,22063.31,Night,tle gall@luxuryhotels.com,+1-463-408-1148,Jeremiah Alvarado,Sibling,+1-874-317-6293,"Customer Service, Communication, Problem Solving, Multi-tasking, Reservation Systems",Japanese (Native),,Full-time,Vocational Training,9-5,Meets Expectations,20,5,True,,,1983-05-14,Europe
1ef6843c-5d0a-4b22-941c-4e85e9583f6f,db51cafb-0dc8-424d-a78c-49866f1ad693,Alex,Hervé,F,Front Desk Agent,Front Desk,Junior,2023-09-18,51859.22,9616.28,Night,alex.hervé@luxuryhotels.com,+1-459-526-4788,James Jones,Friend,+1-872-701-4641,"Communication, Reservation Systems, Problem Solving, Customer Service, Multi-tasking","Japanese (Native), Russian (Basic), Arabic (Intermediate)",,Full-time,Bachelor's Degree,8-4,Meets Expectations,12,11,True,,,1997-09-17,Europe
29df0733-a9f5-4031-a54e-a32349b745fa,db51cafb-0dc8-424d-a78c-49866f1ad693,Giuseppina,Sager,F,Bellhop,Front Desk,Entry Level,2026-03-12,55048.16,3372.32,Rotating,giuseppina.sager@hospitalitygroup.com,+1-649-883-7765,Bryan Hendricks,Friend,+1-546-332-8633,"Customer Service, Communication","English (Native), Chinese (Fluent), French (Fluent)",,Full-time,Vocational Training,8-4,Exceeds Expectations,10,11,True,,,1989-04-19,Europe
b68c6579-e042-4450-a0d0-3d6ffd6ad382,db51cafb-0dc8-424d-a78c-49866f1ad693,David,Lloyd,M,Executive Housekeeper,Housekeeping,Managerial,2016-06-09,198015.81,38333.73,Morning,dlloyd@hospitalitygroup.com,+1-257-543-1071,Elaine Sellers,Sibling,+1-372-633-2613,"Teamwork, Attention to Detail, Time Management",French (Native),"Food Safety Manager, Hotel Management Certificate",Seasonal,High School,Summer Only,Exceeds Expectations,23,5,True,,,1988-04-14,Europe
cd441868-3956-48ad-9cfb-0c2e536db823,db51cafb-0dc8-424d-a78c-49866f1ad693,Guido,Oestrovsky,M,Public Area Cleaner,Housekeeping,Intermediate,2022-04-07,66474.48,11281.77,Morning,guido.oestrovsky@hospitalitygroup.com,+1-201-958-8254,Karen Mullins,Sibling,+1-870-447-9184,"Cleaning Techniques, Time Management","English (Native), Russian (Intermediate), French (Intermediate)",,Full-time,Bachelor's Degree,10-6,Meets Expectations,18,10,True,,,2002-08-02,Europe
084e2e4d-03a2-4274-945e-385f095ceda1,db51cafb-0dc8-424d-a78c-49866f1ad693,Michèle,Bigot,F,Housekeeper,Housekeeping,Entry Level,2024-10-22,38736.9,4269.32,Morning,michèle.bigot@hospitalitygroup.com,+1-458-956-3058,Stacy King,Friend,+1-752-335-2422,"Attention to Detail, Time Management, Teamwork, Cleaning Techniques","Spanish (Native), Arabic (Basic), German (Basic)",,Full-time,Bachelor's Degree,9-5,Exceeds Expectations,12,11,True,,,1991-08-22,Europe
1aae4edf-243a-47e7-b8dc-7ed038582df0,db51cafb-0dc8-424d-a78c-49866f1ad693,Inès,Renault,F,Room Attendant,Housekeeping,Entry Level,2021-01-18,63460.35,10202.48,Afternoon,inèsr@hotelgroup.com,+1-539-894-5482,Devin Rodriguez,Friend,+1-268-970-3791,"Time Management, Attention to Detail, Cleaning Techniques, Teamwork","German (Native), Chinese (Basic), Japanese (Intermediate), French (Basic)",,Full-time,Master's Degree,Shift Work,Meets Expectations,10,9,True,,,1986-12-05,Europe
3358ba40-d451-4819-8684-e386ed164a55,db51cafb-0dc8-424d-a78c-49866f1ad693,Gioachino,Abbagnale,M,Housekeeper,Housekeeping,Entry Level,2025-12-12,53889.05,9762.32,Morning,gioachinoa@luxuryhotels.com,+1-494-783-7763,Amanda Baker,Spouse,+1-968-756-6983,"Time Management, Teamwork",Spanish (Native),,Part-time,High School,20 hours/week,Meets Expectations,13,8,True,,,2002-11-28,Europe
215ae51e-2b9b-4bd8-adb8-275a89aa1201,db51cafb-0dc8-424d-a78c-49866f1ad693,Carmelo,Gemito,M,Housekeeper,Housekeeping,Entry Level,2022-07-28,67022.91,7297.53,Morning,carmelog@hotelgroup.com,+1-250-667-9365,Lori Meadows,Sibling,+1-644-347-6508,"Cleaning Techniques, Teamwork, Attention to Detail","Japanese (Native), Chinese (Intermediate), Russian (Fluent)",,Full-time,Master's Degree,8-4,Meets Expectations,11,11,True,,,1989-06-29,Europe
1c4f45a0-9c7c-42e8-b8c6-dad9372cf110,db51cafb-0dc8-424d-a78c-49866f1ad693,Heinz-Willi,Tlustek,M,Public Area Cleaner,Housekeeping,Intermediate,2024-04-26,81509.1,4852.17,Morning,htlustek@hospitalitygroup.com,+1-229-219-4680,Robert Sanders,Sibling,+1-524-891-2425,"Teamwork, Cleaning Techniques, Time Management",Russian (Native),,Full-time,Vocational Training,10-6,Needs Improvement,16,8,True,,,1992-12-29,Europe
